"","X","SampleSite_ID","BEC_Zone","BEC_Subzone","BEC_Variant","SPECIES_CD_1_1","SPECIES_PCT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","PLI_percent_pre","FDI_percent_pre","SX_percent_pre","AT_percent_pre","Species_pre","Year","Dominant_pre","LeadingSpecies_pre","LeadingPercent_pre","SecondSpecies_pre","SecondPercent_pre","ThirdSpecies_pre","ThirdPercent_pre","FourthSpecies_pre","FourthPercent_pre","SpeciesAll","PLI_percent","FDI_percent","SX_percent","AT_percent","Species","Dominant","LeadingSpecies","LeadingPercent","SecondSpecies","SecondPercent","ThirdSpecies","ThirdPercent","FourthSpecies","FourthPercent","Trans"
"628",628,"1271","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"629",629,"1316","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"630",630,"2007","SBPS","xc",NA,"PLI",92,"SX",3,"AT",3,"FDI",2,92,2,3,3," PLI FDI SX AT",2024,"PLI","PLI",92,"AT",3,"SX",3,"FDI",2,"AT, PLI",92,0,0,8," PLI AT","PLI","PLI",92,"AT",8,NA,NA,NA,NA,"static"
"631",631,"2235","SBPS","xc",NA,"PLI",40,"AT",38,"SX",22,"",NA,40,0,22,38," PLI SX AT",2024,"Mix","PLI",40,"AT",38,"SX",22,NA,NA,"AT, PLI",99,0,0,1," PLI AT","PLI","PLI",99,"AT",1,NA,NA,NA,NA,"shift"
"632",632,"4667","SBPS","xc",NA,"PLI",81,"FDI",10,"SX",6,"AT",3,81,10,6,3," PLI FDI SX AT",2024,"PLI","PLI",81,"FDI",10,"SX",6,"AT",3,"AT, PLI",56,0,0,44," PLI AT","Mix","PLI",56,"AT",44,NA,NA,NA,NA,"shift"
"633",633,"2066","SBPS","xc",NA,"PLI",87,"AT",12,"FDI",1,"",NA,87,1,0,12," PLI FDI AT",2024,"PLI","PLI",87,"AT",12,"FDI",1,NA,NA,"AT, PLI",86,0,0,14," PLI AT","PLI","PLI",86,"AT",14,NA,NA,NA,NA,"static"
"634",634,"2129","SBPS","xc",NA,"FDI",47,"PLI",35,"AT",15,"SX",3,35,47,3,15," PLI FDI SX AT",2024,"Mix","FDI",47,"PLI",35,"AT",15,"SX",3,"FDI, PLI",86,14,0,0," PLI FDI","PLI","PLI",86,"FDI",14,NA,NA,NA,NA,"shift"
"635",635,"2175","MS","xv",NA,"PLI",87,"SX",11,"AT",1,"FDI",1,87,1,11,1," PLI FDI SX AT",2024,"PLI","PLI",87,"SX",11,"FDI",1,"AT",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"636",636,"2368","SBPS","xc",NA,"PLI",96,"SX",4,"",NA,"",NA,96,0,4,0," PLI SX",2024,"PLI","PLI",96,"SX",4,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"637",637,"2369","SBPS","xc",NA,"PLI",88,"SX",8,"AT",4,"",NA,88,0,8,4," PLI SX AT",2024,"PLI","PLI",88,"SX",8,"AT",4,NA,NA,"AT, PLI",95,0,0,5," PLI AT","PLI","PLI",95,"AT",5,NA,NA,NA,NA,"static"
"638",638,"2442","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",82,0,0,18," PLI AT","PLI","PLI",82,"AT",18,NA,NA,NA,NA,"static"
"639",639,"1953","SBPS","xc",NA,"PLI",81,"AT",9,"SX",6,"FDI",4,81,4,6,9," PLI FDI SX AT",2024,"PLI","PLI",81,"AT",9,"SX",6,"FDI",4,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA,"shift"
"640",640,"1999","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",99,1,0,0," PLI FDI","PLI","PLI",99,"FDI",1,NA,NA,NA,NA,"static"
"641",641,"2001","SBPS","xc",NA,"PLI",70,"FDI",17,"AT",7,"SX",6,70,17,6,7," PLI FDI SX AT",2024,"Mix","PLI",70,"FDI",17,"AT",7,"SX",6,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"642",642,"2060","SBPS","xc",NA,"FDI",68,"PLI",22,"SX",9,"AT",1,22,68,9,1," PLI FDI SX AT",2024,"Mix","FDI",68,"PLI",22,"SX",9,"AT",1,"FDI, PLI",89,11,0,0," PLI FDI","PLI","PLI",89,"FDI",11,NA,NA,NA,NA,"shift"
"643",643,"2011","SBPS","xc",NA,"PLI",88,"SX",8,"AT",3,"FDI",1,88,1,8,3," PLI FDI SX AT",2024,"PLI","PLI",88,"SX",8,"AT",3,"FDI",1,"AT, PLI, SX",92,0,4,4," PLI SX AT","PLI","PLI",92,"AT",4,"SX",4,NA,NA,"static"
"644",644,"2299","SBPS","xc",NA,"PLI",87,"SX",12,"FDI",1,"",NA,87,1,12,0," PLI FDI SX",2024,"PLI","PLI",87,"SX",12,"FDI",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"645",645,"1900","SBPS","xc",NA,"PLI",50,"AT",49,"",NA,"",NA,50,0,0,49," PLI AT",2024,"Mix","PLI",50,"AT",49,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"646",646,"1950","SBPS","xc",NA,"PLI",84,"AT",16,"",NA,"",NA,84,0,0,16," PLI AT",2024,"PLI","PLI",84,"AT",16,NA,NA,NA,NA,"AT, PLI",12,0,0,88," PLI AT","AT","AT",88,"PLI",12,NA,NA,NA,NA,"shift"
"647",647,"2222","MS","xv",NA,"PLI",97,"SX",3,"",NA,"",NA,97,0,3,0," PLI SX",2024,"PLI","PLI",97,"SX",3,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"648",648,"1852","SBPS","xc",NA,"PLI",94,"SX",4,"FDI",1,"AT",1,94,1,4,1," PLI FDI SX AT",2024,"PLI","PLI",94,"SX",4,"FDI",1,"AT",1,"AT, PLI",48,0,0,52," PLI AT","Mix","AT",52,"PLI",48,NA,NA,NA,NA,"shift"
"649",649,"1898","SBPS","xc",NA,"PLI",78,"SX",12,"FDI",6,"AT",4,78,6,12,4," PLI FDI SX AT",2024,"Mix","PLI",78,"SX",12,"FDI",6,"AT",4,"AT, PLI",95,0,0,5," PLI AT","PLI","PLI",95,"AT",5,NA,NA,NA,NA,"shift"
"650",650,"2224","MS","xv",NA,"PLI",88,"SX",12,"",NA,"",NA,88,0,12,0," PLI SX",2024,"PLI","PLI",88,"SX",12,NA,NA,NA,NA,"AT, PLI",96,0,0,4," PLI AT","PLI","PLI",96,"AT",4,NA,NA,NA,NA,"static"
"651",651,"2058","SBPS","xc",NA,"PLI",75,"SX",19,"AT",6,"",NA,75,0,19,6," PLI SX AT",2024,"Mix","PLI",75,"SX",19,"AT",6,NA,NA,"AT, PLI",99,0,0,1," PLI AT","PLI","PLI",99,"AT",1,NA,NA,NA,NA,"shift"
"652",652,"2121","SBPS","xc",NA,"PLI",85,"AT",15,"",NA,"",NA,85,0,0,15," PLI AT",2024,"PLI","PLI",85,"AT",15,NA,NA,NA,NA,"AT, PLI",28,0,0,72," PLI AT","Mix","AT",72,"PLI",28,NA,NA,NA,NA,"shift"
"653",653,"2167","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",52,0,0,48," PLI AT","Mix","PLI",52,"AT",48,NA,NA,NA,NA,"shift"
"654",654,"2168","SBPS","xc",NA,"PLI",75,"FDI",16,"AT",5,"SX",4,75,16,4,5," PLI FDI SX AT",2024,"Mix","PLI",75,"FDI",16,"AT",5,"SX",4,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"655",655,"2098","MS","xv",NA,"PLI",88,"SX",12,"",NA,"",NA,88,0,12,0," PLI SX",2024,"PLI","PLI",88,"SX",12,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"656",656,"2057","SBPS","xc",NA,"PLI",98,"SX",2,"",NA,"",NA,98,0,2,0," PLI SX",2024,"PLI","PLI",98,"SX",2,NA,NA,NA,NA,"AT, PLI",81,0,0,19," PLI AT","PLI","PLI",81,"AT",19,NA,NA,NA,NA,"static"
"657",657,"2550","SBPS","xc",NA,"PLI",96,"AT",2,"FDI",1,"SX",1,96,1,1,2," PLI FDI SX AT",2024,"PLI","PLI",96,"AT",2,"FDI",1,"SX",1,"AT, PLI",86,0,0,14," PLI AT","PLI","PLI",86,"AT",14,NA,NA,NA,NA,"static"
"658",658,"1938","MS","xv",NA,"PLI",87,"SX",13,"",NA,"",NA,87,0,13,0," PLI SX",2024,"PLI","PLI",87,"SX",13,NA,NA,NA,NA,"AT, PLI",98,0,0,2," PLI AT","PLI","PLI",98,"AT",2,NA,NA,NA,NA,"static"
"659",659,"1985","SBPS","xc",NA,"PLI",82,"AT",15,"SX",2,"FDI",1,82,1,2,15," PLI FDI SX AT",2024,"PLI","PLI",82,"AT",15,"SX",2,"FDI",1,"PLI, SX",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"660",660,"2037","MS","xv",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"661",661,"2289","MS","xv",NA,"PLI",77,"SX",19,"FDI",3,"AT",1,77,3,19,1," PLI FDI SX AT",2024,"Mix","PLI",77,"SX",19,"FDI",3,"AT",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"662",662,"2427","MS","xv",NA,"PLI",92,"SX",7,"AT",1,"",NA,92,0,7,1," PLI SX AT",2024,"PLI","PLI",92,"SX",7,"AT",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"663",663,"1940","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",95,0,0,5," PLI AT","PLI","PLI",95,"AT",5,NA,NA,NA,NA,"static"
"664",664,"2039","SBPS","xc",NA,"PLI",74,"SX",16,"AT",10,"",NA,74,0,16,10," PLI SX AT",2024,"Mix","PLI",74,"SX",16,"AT",10,NA,NA,"AT, PLI",97,0,0,3," PLI AT","PLI","PLI",97,"AT",3,NA,NA,NA,NA,"shift"
"665",665,"2171","MS","xv",NA,"PLI",92,"SX",8,"",NA,"",NA,92,0,8,0," PLI SX",2024,"PLI","PLI",92,"SX",8,NA,NA,NA,NA,"AT, PLI",97,0,0,3," PLI AT","PLI","PLI",97,"AT",3,NA,NA,NA,NA,"static"
"666",666,"2225","MS","xv",NA,"PLI",92,"SX",8,"",NA,"",NA,92,0,8,0," PLI SX",2024,"PLI","PLI",92,"SX",8,NA,NA,NA,NA,"AT, PLI",77,0,0,23," PLI AT","Mix","PLI",77,"AT",23,NA,NA,NA,NA,"shift"
"667",667,"2101","SBPS","xc",NA,"PLI",63,"AT",29,"SX",8,"",NA,63,0,8,29," PLI SX AT",2024,"Mix","PLI",63,"AT",29,"SX",8,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"668",668,"2152","SBPS","xc",NA,"SX",67,"AT",18,"PLI",15,"",NA,15,0,67,18," PLI SX AT",2024,"Mix","SX",67,"AT",18,"PLI",15,NA,NA,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA,"shift"
"669",669,"2348","MS","xv",NA,"PLI",69,"SX",29,"FDI",1,"AT",1,69,1,29,1," PLI FDI SX AT",2024,"Mix","PLI",69,"SX",29,"FDI",1,"AT",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"670",670,"2424","MS","xv",NA,"PLI",86,"SX",14,"",NA,"",NA,86,0,14,0," PLI SX",2024,"PLI","PLI",86,"SX",14,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"671",671,"1984","MS","xv",NA,"SX",95,"PLI",5,"",NA,"",NA,5,0,95,0," PLI SX",2024,"SX","SX",95,"PLI",5,NA,NA,NA,NA,"AT, PLI",98,0,0,2," PLI AT","PLI","PLI",98,"AT",2,NA,NA,NA,NA,"shift"
"672",672,"2349","MS","xv",NA,"PLI",49,"SX",43,"FDI",8,"",NA,49,8,43,0," PLI FDI SX",2024,"Mix","PLI",49,"SX",43,"FDI",8,NA,NA,"PLI, SX",89,0,11,0," PLI SX","PLI","PLI",89,"SX",11,NA,NA,NA,NA,"shift"
"673",673,"2425","MS","xv",NA,"PLI",87,"SX",10,"FDI",3,"",NA,87,3,10,0," PLI FDI SX",2024,"PLI","PLI",87,"SX",10,"FDI",3,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"674",674,"2053","SBPS","xc",NA,"PLI",67,"SX",18,"AT",9,"FDI",6,67,6,18,9," PLI FDI SX AT",2024,"Mix","PLI",67,"SX",18,"AT",9,"FDI",6,"AT, PLI",96,0,0,4," PLI AT","PLI","PLI",96,"AT",4,NA,NA,NA,NA,"shift"
"675",675,"2285","SBPS","xc",NA,"PLI",95,"SX",5,"",NA,"",NA,95,0,5,0," PLI SX",2024,"PLI","PLI",95,"SX",5,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"676",676,"2679","MS","xv",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"677",677,"2593","SBPS","xc",NA,"PLI",93,"SX",4,"AT",3,"",NA,93,0,4,3," PLI SX AT",2024,"PLI","PLI",93,"SX",4,"AT",3,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"678",678,"2627","SBPS","xc",NA,"PLI",94,"SX",6,"",NA,"",NA,94,0,6,0," PLI SX",2024,"PLI","PLI",94,"SX",6,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"679",679,"2628","SBPS","xc",NA,"PLI",95,"SX",5,"",NA,"",NA,95,0,5,0," PLI SX",2024,"PLI","PLI",95,"SX",5,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"680",680,"2673","SBPS","xc",NA,"PLI",57,"SX",37,"AT",6,"",NA,57,0,37,6," PLI SX AT",2024,"Mix","PLI",57,"SX",37,"AT",6,NA,NA,"PLI, SX",87,0,13,0," PLI SX","PLI","PLI",87,"SX",13,NA,NA,NA,NA,"shift"
"681",681,"2745","SBPS","xc",NA,"PLI",94,"AT",5,"SX",1,"",NA,94,0,1,5," PLI SX AT",2024,"PLI","PLI",94,"AT",5,"SX",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"682",682,"2621","SBPS","xc",NA,"PLI",99,"SX",1,"",NA,"",NA,99,0,1,0," PLI SX",2024,"PLI","PLI",99,"SX",1,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"683",683,"2643","SBPS","xc",NA,"PLI",91,"SX",9,"",NA,"",NA,91,0,9,0," PLI SX",2024,"PLI","PLI",91,"SX",9,NA,NA,NA,NA,"AT, PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"684",684,"1980","SBPS","xc",NA,"PLI",97,"SX",3,"",NA,"",NA,97,0,3,0," PLI SX",2024,"PLI","PLI",97,"SX",3,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"685",685,"706","SBPS","xc",NA,"PLI",98,"SX",2,"",NA,"",NA,98,0,2,0," PLI SX",2024,"PLI","PLI",98,"SX",2,NA,NA,NA,NA,"FDI, PLI",4,96,0,0," PLI FDI","FDI","FDI",96,"PLI",4,NA,NA,NA,NA,"shift"
"686",686,"2046","SBPS","xc",NA,"PLI",85,"SX",13,"AT",2,"",NA,85,0,13,2," PLI SX AT",2024,"PLI","PLI",85,"SX",13,"AT",2,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"687",687,"2048","SBPS","xc",NA,"PLI",82,"SX",7,"FDI",6,"AT",5,82,6,7,5," PLI FDI SX AT",2024,"PLI","PLI",82,"SX",7,"FDI",6,"AT",5,"AT, PLI",22,0,0,78," PLI AT","Mix","AT",78,"PLI",22,NA,NA,NA,NA,"shift"
"688",688,"2114","SBPS","xc",NA,"PLI",66,"SX",30,"AT",4,"",NA,66,0,30,4," PLI SX AT",2024,"Mix","PLI",66,"SX",30,"AT",4,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"689",689,"1989a","SBPS","xc",NA,"AT",41,"SX",36,"PLI",23,"",NA,23,0,36,41," PLI SX AT",2024,"Mix","AT",41,"SX",36,"PLI",23,NA,NA,"AT, PLI",99,0,0,1," PLI AT","PLI","PLI",99,"AT",1,NA,NA,NA,NA,"shift"
"690",690,"1989b","SBPS","xc",NA,"AT",41,"SX",36,"PLI",23,"",NA,23,0,36,41," PLI SX AT",2024,"Mix","AT",41,"SX",36,"PLI",23,NA,NA,"AT, PLI",96,0,0,4," PLI AT","PLI","PLI",96,"AT",4,NA,NA,NA,NA,"shift"
"691",691,"1288","IDF","dk",4,"FDI",81,"PLI",15,"SX",3,"AT",1,15,81,3,1," PLI FDI SX AT",2024,"FDI","FDI",81,"PLI",15,"SX",3,"AT",1,"AT, FDI, PLI",28,55,0,17," PLI FDI AT","Mix","FDI",55,"PLI",28,"AT",17,NA,NA,"shift"
"692",692,"1289","IDF","dk",4,"FDI",81,"PLI",15,"SX",3,"AT",1,15,81,3,1," PLI FDI SX AT",2024,"FDI","FDI",81,"PLI",15,"SX",3,"AT",1,"AT, FDI, PLI",9,83,0,9," PLI FDI AT","FDI","FDI",83,"PLI",9,"AT",9,NA,NA,"static"
"693",693,"1994","SBPS","xc",NA,"PLI",67,"SX",18,"AT",9,"FDI",6,67,6,18,9," PLI FDI SX AT",2024,"Mix","PLI",67,"SX",18,"AT",9,"FDI",6,"AT, PLI",57,0,0,43," PLI AT","Mix","PLI",57,"AT",43,NA,NA,NA,NA,"static"
"694",694,"1891","SBPS","xc",NA,"PLI",92,"FDI",8,"",NA,"",NA,92,8,0,0," PLI FDI",2024,"PLI","PLI",92,"FDI",8,NA,NA,NA,NA,"AT, PLI",75,0,0,25," PLI AT","Mix","PLI",75,"AT",25,NA,NA,NA,NA,"shift"
"695",695,"1895","SBPS","xc",NA,"AT",60,"PLI",40,"",NA,"",NA,40,0,0,60," PLI AT",2024,"Mix","AT",60,"PLI",40,NA,NA,NA,NA,"AT, PLI",72,0,0,28," PLI AT","Mix","PLI",72,"AT",28,NA,NA,NA,NA,"static"
"696",696,"1990","SBPS","xc",NA,"PLI",46,"SX",36,"AT",18,"",NA,46,0,36,18," PLI SX AT",2024,"Mix","PLI",46,"SX",36,"AT",18,NA,NA,"AT, PLI, SX",96,0,2,2," PLI SX AT","PLI","PLI",96,"AT",2,"SX",2,NA,NA,"shift"
"697",697,"2485","SBPS","xc",NA,"PLI",60,"AT",24,"SX",16,"",NA,60,0,16,24," PLI SX AT",2024,"Mix","PLI",60,"AT",24,"SX",16,NA,NA,"AT, PLI",99,0,0,1," PLI AT","PLI","PLI",99,"AT",1,NA,NA,NA,NA,"shift"
"698",698,"1949","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",59,0,0,41," PLI AT","Mix","PLI",59,"AT",41,NA,NA,NA,NA,"shift"
"699",699,"2484","SBPS","xc",NA,"PLI",97,"AT",3,"",NA,"",NA,97,0,0,3," PLI AT",2024,"PLI","PLI",97,"AT",3,NA,NA,NA,NA,"AT, PLI",99,0,0,1," PLI AT","PLI","PLI",99,"AT",1,NA,NA,NA,NA,"static"
"700",700,"2219","SBPS","xc",NA,"PLI",48,"AT",42,"SX",10,"",NA,48,0,10,42," PLI SX AT",2024,"Mix","PLI",48,"AT",42,"SX",10,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"701",701,"2283","SBPS","xc",NA,"PLI",94,"FDI",3,"SX",2,"AT",1,94,3,2,1," PLI FDI SX AT",2024,"PLI","PLI",94,"FDI",3,"SX",2,"AT",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"702",702,"2218","SBPS","xc",NA,"PLI",93,"AT",4,"SX",3,"",NA,93,0,3,4," PLI SX AT",2024,"PLI","PLI",93,"AT",4,"SX",3,NA,NA,"AT, PLI",98,0,0,2," PLI AT","PLI","PLI",98,"AT",2,NA,NA,NA,NA,"static"
"703",703,"2278","SBPS","xc",NA,"PLI",77,"SX",15,"FDI",4,"AT",4,77,4,15,4," PLI FDI SX AT",2024,"Mix","PLI",77,"SX",15,"FDI",4,"AT",4,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"704",704,"2341","SBPS","xc",NA,"PLI",76,"SX",17,"AT",6,"FDI",1,76,1,17,6," PLI FDI SX AT",2024,"Mix","PLI",76,"SX",17,"AT",6,"FDI",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"705",705,"2118","SBPS","xc",NA,"PLI",62,"FDI",35,"SX",2,"AT",1,62,35,2,1," PLI FDI SX AT",2024,"Mix","PLI",62,"FDI",35,"SX",2,"AT",1,"AT, PLI, SX",63,0,16,21," PLI SX AT","Mix","PLI",63,"AT",21,"SX",16,NA,NA,"static"
"706",706,"2166","SBPS","xc",NA,"PLI",95,"FDI",3,"AT",2,"",NA,95,3,0,2," PLI FDI AT",2024,"PLI","PLI",95,"FDI",3,"AT",2,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"707",707,"2279","SBPS","xc",NA,"PLI",84,"SX",14,"AT",1,"FDI",1,84,1,14,1," PLI FDI SX AT",2024,"PLI","PLI",84,"SX",14,"FDI",1,"AT",1,"AT, PLI",95,0,0,5," PLI AT","PLI","PLI",95,"AT",5,NA,NA,NA,NA,"static"
"708",708,"2487","SBPS","xc",NA,"PLI",60,"SX",21,"AT",19,"",NA,60,0,21,19," PLI SX AT",2024,"Mix","PLI",60,"SX",21,"AT",19,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"709",709,"2551","SBPS","xc",NA,"PLI",99,"SX",1,"",NA,"",NA,99,0,1,0," PLI SX",2024,"PLI","PLI",99,"SX",1,NA,NA,NA,NA,"AT, PLI",99,0,0,1," PLI AT","PLI","PLI",99,"AT",1,NA,NA,NA,NA,"static"
"710",710,"2595","SBPS","xc",NA,"PLI",95,"SX",5,"",NA,"",NA,95,0,5,0," PLI SX",2024,"PLI","PLI",95,"SX",5,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"711",711,"2666","MS","xv",NA,"PLI",80,"SX",20,"",NA,"",NA,80,0,20,0," PLI SX",2024,"PLI","PLI",80,"SX",20,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"712",712,"2055","SBPS","xc",NA,"PLI",66,"AT",29,"SX",5,"",NA,66,0,5,29," PLI SX AT",2024,"Mix","PLI",66,"AT",29,"SX",5,NA,NA,"AT, PLI",75,0,0,25," PLI AT","Mix","PLI",75,"AT",25,NA,NA,NA,NA,"static"
"713",713,"2117","SBPS","xc",NA,"PLI",80,"AT",13,"SX",6,"FDI",1,80,1,6,13," PLI FDI SX AT",2024,"PLI","PLI",80,"AT",13,"SX",6,"FDI",1,"AT, PLI",99,0,0,1," PLI AT","PLI","PLI",99,"AT",1,NA,NA,NA,NA,"static"
"714",714,"1071","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",70,0,0,30," PLI AT","Mix","PLI",70,"AT",30,NA,NA,NA,NA,"shift"
"715",715,"1251","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",54,11,0,34," PLI FDI AT","Mix","PLI",54,"AT",34,"FDI",11,NA,NA,"shift"
"716",716,"2420","MS","xv",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"717",717,"2421","MS","xv",NA,"PLI",82,"SX",17,"FDI",1,"",NA,82,1,17,0," PLI FDI SX",2024,"PLI","PLI",82,"SX",17,"FDI",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"718",718,"2491","MS","xv",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"NR",0,0,0,0,"NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"shift"
"719",719,"2418","SBPS","xc",NA,"SX",63,"PLI",28,"AT",9,"",NA,28,0,63,9," PLI SX AT",2024,"Mix","SX",63,"PLI",28,"AT",9,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"720",720,"2419","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",93,0,0,7," PLI AT","PLI","PLI",93,"AT",7,NA,NA,NA,NA,"static"
"721",721,"2501","MS","xv",NA,"PLI",98,"SX",2,"",NA,"",NA,98,0,2,0," PLI SX",2024,"PLI","PLI",98,"SX",2,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
